"No.","Time","Source","Destination","Protocol","Length","Info"
"215","7.180067856","10.0.1.2","10.0.2.3","UDP","58","6986  >  1772 Len=16"
"219","7.311885304","10.0.1.2","10.0.2.3","UDP","58","6986  >  1772 Len=16"
"223","7.448005861","10.0.1.2","10.0.2.3","UDP","58","6986  >  1772 Len=16"
"227","7.583852872","10.0.1.2","10.0.2.3","UDP","58","6986  >  1772 Len=16"
"231","7.719956486","10.0.1.2","10.0.2.3","UDP","58","6986  >  1772 Len=16"
"235","7.855773557","10.0.1.2","10.0.2.3","UDP","58","6986  >  1772 Len=16"
"239","7.987995380","10.0.1.2","10.0.2.3","UDP","58","6986  >  1772 Len=16"
"243","8.119835057","10.0.1.2","10.0.2.3","UDP","58","6986  >  1772 Len=16"
"247","8.255813154","10.0.1.2","10.0.2.3","UDP","58","6986  >  1772 Len=16"
"251","8.387958382","10.0.1.2","10.0.2.3","UDP","58","6986  >  1772 Len=16"
"255","8.523912818","10.0.1.2","10.0.2.3","UDP","58","6986  >  1772 Len=16"
"259","8.655840683","10.0.1.2","10.0.2.3","UDP","58","6986  >  1772 Len=16"
"263","8.787846541","10.0.1.2","10.0.2.3","UDP","58","6986  >  1772 Len=16"
"267","8.920152271","10.0.1.2","10.0.2.3","UDP","58","6986  >  1772 Len=16"
"271","9.051887155","10.0.1.2","10.0.2.3","UDP","58","6986  >  1772 Len=16"
"275","9.183852300","10.0.1.2","10.0.2.3","UDP","58","6986  >  1772 Len=16"
"279","9.315811415","10.0.1.2","10.0.2.3","UDP","58","6986  >  1772 Len=16"
"283","9.447837261","10.0.1.2","10.0.2.3","UDP","58","6986  >  1772 Len=16"
"287","9.583836876","10.0.1.2","10.0.2.3","UDP","58","6986  >  1772 Len=16"
"291","9.715861553","10.0.1.2","10.0.2.3","UDP","58","6986  >  1772 Len=16"
"295","9.847850450","10.0.1.2","10.0.2.3","UDP","58","6986  >  1772 Len=16"
"299","9.979761462","10.0.1.2","10.0.2.3","UDP","58","6986  >  1772 Len=16"
"303","10.115942565","10.0.1.2","10.0.2.3","UDP","58","6986  >  1772 Len=16"
"307","10.249747495","10.0.1.2","10.0.2.3","UDP","58","6986  >  1772 Len=16"
"311","10.381537343","10.0.1.2","10.0.2.3","UDP","58","6986  >  1772 Len=16"
"315","10.513674735","10.0.1.2","10.0.2.3","UDP","58","6986  >  1772 Len=16"
"319","10.645128988","10.0.1.2","10.0.2.3","UDP","58","6986  >  1772 Len=16"
"323","10.777624240","10.0.1.2","10.0.2.3","UDP","58","6986  >  1772 Len=16"
"326","10.907945530","10.0.1.2","10.0.2.3","UDP","58","6986  >  1772 Len=16"
"330","11.040457829","10.0.1.2","10.0.2.3","UDP","58","6986  >  1772 Len=16"
"334","11.171923962","10.0.1.2","10.0.2.3","UDP","58","6986  >  1772 Len=16"
"339","11.307810738","10.0.1.2","10.0.2.3","UDP","58","6986  >  1772 Len=16"
"342","11.439978376","10.0.1.2","10.0.2.3","UDP","58","6986  >  1772 Len=16"
"346","11.571877631","10.0.1.2","10.0.2.3","UDP","58","6986  >  1772 Len=16"
"350","11.707954648","10.0.1.2","10.0.2.3","UDP","58","6986  >  1772 Len=16"
"354","11.839889918","10.0.1.2","10.0.2.3","UDP","58","6986  >  1772 Len=16"
"358","11.971803209","10.0.1.2","10.0.2.3","UDP","58","6986  >  1772 Len=16"
"362","12.115815069","10.0.1.2","10.0.2.3","UDP","58","6986  >  1772 Len=16"
"366","12.263901721","10.0.1.2","10.0.2.3","UDP","58","6986  >  1772 Len=16"
"370","12.403897792","10.0.1.2","10.0.2.3","UDP","58","6986  >  1772 Len=16"
"376","12.539610915","10.0.1.2","10.0.2.3","UDP","58","6986  >  1772 Len=16"
"380","12.681651618","10.0.1.2","10.0.2.3","UDP","58","6986  >  1772 Len=16"
"384","12.813851452","10.0.1.2","10.0.2.3","UDP","58","6986  >  1772 Len=16"
"387","12.948932125","10.0.1.2","10.0.2.3","UDP","58","6986  >  1772 Len=16"
"391","13.080892386","10.0.1.2","10.0.2.3","UDP","58","6986  >  1772 Len=16"
"395","13.212845735","10.0.1.2","10.0.2.3","UDP","58","6986  >  1772 Len=16"
"399","13.348946833","10.0.1.2","10.0.2.3","UDP","58","6986  >  1772 Len=16"
"403","13.481000623","10.0.1.2","10.0.2.3","UDP","58","6986  >  1772 Len=16"
"407","13.616853787","10.0.1.2","10.0.2.3","UDP","58","6986  >  1772 Len=16"
"411","13.748783797","10.0.1.2","10.0.2.3","UDP","58","6986  >  1772 Len=16"
"414","13.880003677","10.0.1.2","10.0.2.3","UDP","58","6986  >  1772 Len=16"
"420","14.014455813","10.0.1.2","10.0.2.3","UDP","58","6986  >  1772 Len=16"
"424","14.149700076","10.0.1.2","10.0.2.3","UDP","58","6986  >  1772 Len=16"
"426","14.287945651","10.0.1.2","10.0.2.3","UDP","58","6986  >  1772 Len=16"
"432","14.426048860","10.0.1.2","10.0.2.3","UDP","58","6986  >  1772 Len=16"
"436","14.561912586","10.0.1.2","10.0.2.3","UDP","58","6986  >  1772 Len=16"
"440","14.693819729","10.0.1.2","10.0.2.3","UDP","58","6986  >  1772 Len=16"
"444","14.825991221","10.0.1.2","10.0.2.3","UDP","58","6986  >  1772 Len=16"
"448","14.957652589","10.0.1.2","10.0.2.3","UDP","58","6986  >  1772 Len=16"
"452","15.089961125","10.0.1.2","10.0.2.3","UDP","58","6986  >  1772 Len=16"
"456","15.221886887","10.0.1.2","10.0.2.3","UDP","58","6986  >  1772 Len=16"
"460","15.358021282","10.0.1.2","10.0.2.3","UDP","58","6986  >  1772 Len=16"
"464","15.490075220","10.0.1.2","10.0.2.3","UDP","58","6986  >  1772 Len=16"
"468","15.621961321","10.0.1.2","10.0.2.3","UDP","58","6986  >  1772 Len=16"
"472","15.758445581","10.0.1.2","10.0.2.3","UDP","58","6986  >  1772 Len=16"
"476","15.889618603","10.0.1.2","10.0.2.3","UDP","58","6986  >  1772 Len=16"
"480","16.021890930","10.0.1.2","10.0.2.3","UDP","58","6986  >  1772 Len=16"
"484","16.157823090","10.0.1.2","10.0.2.3","UDP","58","6986  >  1772 Len=16"
"488","16.289873680","10.0.1.2","10.0.2.3","UDP","58","6986  >  1772 Len=16"
"492","16.421869707","10.0.1.2","10.0.2.3","UDP","58","6986  >  1772 Len=16"
"496","16.553815694","10.0.1.2","10.0.2.3","UDP","58","6986  >  1772 Len=16"
"500","16.685567532","10.0.1.2","10.0.2.3","UDP","58","6986  >  1772 Len=16"
"504","16.821816500","10.0.1.2","10.0.2.3","UDP","58","6986  >  1772 Len=16"
"509","16.961683082","10.0.1.2","10.0.2.3","UDP","58","6986  >  1772 Len=16"
"512","17.092803455","10.0.1.2","10.0.2.3","UDP","58","6986  >  1772 Len=16"
"516","17.224661014","10.0.1.2","10.0.2.3","UDP","58","6986  >  1772 Len=16"
"521","17.361658570","10.0.1.2","10.0.2.3","UDP","58","6986  >  1772 Len=16"
"523","17.494321448","10.0.1.2","10.0.2.3","UDP","58","6986  >  1772 Len=16"
"527","17.625147701","10.0.1.2","10.0.2.3","UDP","58","6986  >  1772 Len=16"
"531","17.761082598","10.0.1.2","10.0.2.3","UDP","58","6986  >  1772 Len=16"
"535","17.892804122","10.0.1.2","10.0.2.3","UDP","58","6986  >  1772 Len=16"
"538","18.023847767","10.0.1.2","10.0.2.3","UDP","58","6986  >  1772 Len=16"
"543","18.160883029","10.0.1.2","10.0.2.3","UDP","58","6986  >  1772 Len=16"
"546","18.291901216","10.0.1.2","10.0.2.3","UDP","58","6986  >  1772 Len=16"
"551","18.424698017","10.0.1.2","10.0.2.3","UDP","58","6986  >  1772 Len=16"
"554","18.559907069","10.0.1.2","10.0.2.3","UDP","58","6986  >  1772 Len=16"
"558","18.687762891","10.0.1.2","10.0.2.3","UDP","58","6986  >  1772 Len=16"
"562","18.819907132","10.0.1.2","10.0.2.3","UDP","58","6986  >  1772 Len=16"
"566","18.952098996","10.0.1.2","10.0.2.3","UDP","58","6986  >  1772 Len=16"
"570","19.083771619","10.0.1.2","10.0.2.3","UDP","58","6986  >  1772 Len=16"
"574","19.215921585","10.0.1.2","10.0.2.3","UDP","58","6986  >  1772 Len=16"
"578","19.351883472","10.0.1.2","10.0.2.3","UDP","58","6986  >  1772 Len=16"
"582","19.487861265","10.0.1.2","10.0.2.3","UDP","58","6986  >  1772 Len=16"
"586","19.619829082","10.0.1.2","10.0.2.3","UDP","58","6986  >  1772 Len=16"
"590","19.755916466","10.0.1.2","10.0.2.3","UDP","58","6986  >  1772 Len=16"
"594","19.887911209","10.0.1.2","10.0.2.3","UDP","58","6986  >  1772 Len=16"
"599","20.027815420","10.0.1.2","10.0.2.3","UDP","58","6986  >  1772 Len=16"
"603","20.163777860","10.0.1.2","10.0.2.3","UDP","58","6986  >  1772 Len=16"
"607","20.295793599","10.0.1.2","10.0.2.3","UDP","58","6986  >  1772 Len=16"
"612","20.430334886","10.0.1.2","10.0.2.3","UDP","58","6986  >  1772 Len=16"
"616","20.565870744","10.0.1.2","10.0.2.3","UDP","58","6986  >  1772 Len=16"
"620","20.697871760","10.0.1.2","10.0.2.3","UDP","58","6986  >  1772 Len=16"
"623","20.828868305","10.0.1.2","10.0.2.3","UDP","58","6986  >  1772 Len=16"
"626","20.960066240","10.0.1.2","10.0.2.3","UDP","58","6986  >  1772 Len=16"
"631","21.096831294","10.0.1.2","10.0.2.3","UDP","58","6986  >  1772 Len=16"
"635","21.229261934","10.0.1.2","10.0.2.3","UDP","58","6986  >  1772 Len=16"
"639","21.365111116","10.0.1.2","10.0.2.3","UDP","58","6986  >  1772 Len=16"
"643","21.496976013","10.0.1.2","10.0.2.3","UDP","58","6986  >  1772 Len=16"
"647","21.633468824","10.0.1.2","10.0.2.3","UDP","58","6986  >  1772 Len=16"
"651","21.768945936","10.0.1.2","10.0.2.3","UDP","58","6986  >  1772 Len=16"
"655","21.901078239","10.0.1.2","10.0.2.3","UDP","58","6986  >  1772 Len=16"
"659","22.037425909","10.0.1.2","10.0.2.3","UDP","58","6986  >  1772 Len=16"
"663","22.173161050","10.0.1.2","10.0.2.3","UDP","58","6986  >  1772 Len=16"
"667","22.304945786","10.0.1.2","10.0.2.3","UDP","58","6986  >  1772 Len=16"
"671","22.441139775","10.0.1.2","10.0.2.3","UDP","58","6986  >  1772 Len=16"
"675","22.573210420","10.0.1.2","10.0.2.3","UDP","58","6986  >  1772 Len=16"
"679","22.705051925","10.0.1.2","10.0.2.3","UDP","58","6986  >  1772 Len=16"
"683","22.837121361","10.0.1.2","10.0.2.3","UDP","58","6986  >  1772 Len=16"
"687","22.968926685","10.0.1.2","10.0.2.3","UDP","58","6986  >  1772 Len=16"
"692","23.112868567","10.0.1.2","10.0.2.3","UDP","58","6986  >  1772 Len=16"
"696","23.253061767","10.0.1.2","10.0.2.3","UDP","58","6986  >  1772 Len=16"
"700","23.384924569","10.0.1.2","10.0.2.3","UDP","58","6986  >  1772 Len=16"
"704","23.516814641","10.0.1.2","10.0.2.3","UDP","58","6986  >  1772 Len=16"
"708","23.653166344","10.0.1.2","10.0.2.3","UDP","58","6986  >  1772 Len=16"
"712","23.784889042","10.0.1.2","10.0.2.3","UDP","58","6986  >  1772 Len=16"
"716","23.916758240","10.0.1.2","10.0.2.3","UDP","58","6986  >  1772 Len=16"
"720","24.052824230","10.0.1.2","10.0.2.3","UDP","58","6986  >  1772 Len=16"
"724","24.184904313","10.0.1.2","10.0.2.3","UDP","58","6986  >  1772 Len=16"
"728","24.316906454","10.0.1.2","10.0.2.3","UDP","58","6986  >  1772 Len=16"
"732","24.452710415","10.0.1.2","10.0.2.3","UDP","58","6986  >  1772 Len=16"
"736","24.584837116","10.0.1.2","10.0.2.3","UDP","58","6986  >  1772 Len=16"
"740","24.717230500","10.0.1.2","10.0.2.3","UDP","58","6986  >  1772 Len=16"
"744","24.848853319","10.0.1.2","10.0.2.3","UDP","58","6986  >  1772 Len=16"
"748","24.981061698","10.0.1.2","10.0.2.3","UDP","58","6986  >  1772 Len=16"
"752","25.113906784","10.0.1.2","10.0.2.3","UDP","58","6986  >  1772 Len=16"
"756","25.248859678","10.0.1.2","10.0.2.3","UDP","58","6986  >  1772 Len=16"
"760","25.381016290","10.0.1.2","10.0.2.3","UDP","58","6986  >  1772 Len=16"
"764","25.512853227","10.0.1.2","10.0.2.3","UDP","58","6986  >  1772 Len=16"
"768","25.644892901","10.0.1.2","10.0.2.3","UDP","58","6986  >  1772 Len=16"
"772","25.777112837","10.0.1.2","10.0.2.3","UDP","58","6986  >  1772 Len=16"
"776","25.909008230","10.0.1.2","10.0.2.3","UDP","58","6986  >  1772 Len=16"
"780","26.040835887","10.0.1.2","10.0.2.3","UDP","58","6986  >  1772 Len=16"
"784","26.172703350","10.0.1.2","10.0.2.3","UDP","58","6986  >  1772 Len=16"
"789","26.310302608","10.0.1.2","10.0.2.3","UDP","58","6986  >  1772 Len=16"
"793","26.441593748","10.0.1.2","10.0.2.3","UDP","58","6986  >  1772 Len=16"
"797","26.577994196","10.0.1.2","10.0.2.3","UDP","58","6986  >  1772 Len=16"
"800","26.708893962","10.0.1.2","10.0.2.3","UDP","58","6986  >  1772 Len=16"
